Inventory Item Details;;;;;;;;;;;;
شركة الكوب الاول;;;;;;;;;;;;
For the period 1 January 2025 to 31 December 2025;;;;;;;;;;;;
;;;;;;;;;;;;
Date;Source;Reference;Contact;Description;Total;Unit Cost Price;Unit Sale Price;Value Movement;QoH Movement;Profit per Item;Revenue Account;Inventory Account
15 مارس 2025;Receivable Invoice;INV-3368;مؤسسة صحف البن لتقديم المشروبات;Mexico Pache Natural(1Kg)MX23(bags30k);(5,073.00);36.17;84.55;(2,170.38);(60.0000);48.38;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
23 مارس 2025;Receivable Invoice;INV-3406;قوافل البن التجارية;Mexico Pache Natural(1Kg)MX23(bags30k);(16,020.00);36.17;89.00;(6,511.14);(180.0000);52.83;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
30 مارس 2025;Adjustment;Quantity Decrease;;"جرد 29/3/2025
";(958.58);36.17;0.00;(958.58);(26.5000);0.00;;635 - مخزون البن الاخضر
06 أبريل 2025;Receivable Invoice;INV-3481;قوافل البن التجارية;Mexico Pache Natural(1Kg)MX23(bags30k);(8,010.00);36.17;89.00;(3,255.57);(90.0000);52.83;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
07 أبريل 2025;Receivable Invoice;INV-3488;مقهي حنان محسن حسين الكويليت لتقديم المشروبات;Mexico Pache Natural(1Kg)MX23(bags30k);(7,609.50);36.17;84.55;(3,255.57);(90.0000);48.38;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
07 أبريل 2025;Receivable Invoice;INV-3487;مؤسسة صحف البن لتقديم المشروبات;Mexico Pache Natural(1Kg)MX23(bags30k);(7,609.50);36.17;84.55;(3,255.57);(90.0000);48.38;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
12 يونيو 2025;Payable Credit Note;7216;امر تحميص مستودع البن الاخضر;Mexico Pache Natural(1Kg)MX423(bags30k);(994.76);36.17;36.17;(994.76);(27.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 سبتمبر 2025;Adjustment;Bulk Adjustment;;جرد 30/9 للبن الاخضر;(18.08);36.17;0.00;(18.08);(0.5000);0.00;;635 - مخزون البن الاخضر
Total GB22023- باتشي مجففه اخضر - Mexico Pache Natural(1Kg)MX423(bags30k);;;;;(59,071.27);;;(30,294.87);(837.5000);299.16;;
Closing Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
;;;;;;;;;;;;
GB22025-مكسيكى باتشى مجفف اخضر - Mexico Pache Anaerobic Natural(1Kg)MX25(bags30k);;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
02 نوفمبر 2025;Payable Invoice;طلبيه البن الاخضر المكسيكى 2025;JUS AND CO SA DE CV;Mexico Pache Anaerobic Natural(1Kg)MX25(bags30k);143,610.00;47.87;0.00;143,610.00;3,000.0000;0.00;;635 - مخزون البن الاخضر
05 نوفمبر 2025;Payable Credit Note;7227;امر تحميص مستودع البن الاخضر;Mexico Pache Anaerobic Natural(1Kg)MX25(bags30k);(364.50);48.60;48.60;(364.50);(7.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
27 نوفمبر 2025;Payable Credit Note;7230;امر تحميص مستودع البن الاخضر;Mexico Pache Anaerobic Natural(1Kg)MX25(bags30k);(729.00);48.60;48.60;(729.00);(15.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
10 ديسمبر 2025;Payable Credit Note;7232;امر تحميص مستودع البن الاخضر;Mexico Pache Anaerobic Natural(1Kg)MX25(bags30k);(2,964.60);48.60;48.60;(2,964.60);(61.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
31 ديسمبر 2025;Adjustment;Quantity Decrease;;جرد 31/12;(1,530.90);48.60;0.00;(1,530.90);(31.5000);0.00;;635 - مخزون البن الاخضر
31 ديسمبر 2025;Adjustment;Revaluation;;تعديل السعر;2,190.00;0.00;0.00;2,190.00;0.0000;0.00;;635 - مخزون البن الاخضر
Total GB22025-مكسيكى باتشى مجفف اخضر - Mexico Pache Anaerobic Natural(1Kg)MX25(bags30k);;;;;140,211.00;;;140,211.00;2,885.0000;0.00;;
Closing Balance;;;;;0.00;0.00;0.00;140,211.00;2,885.0000;0.00;;
;;;;;;;;;;;;
GB24402-بنما مجففه كاتواى اخضر - Panama Arabica Natural Cataway(bag31.82) P23;;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;24,513.00;622.4900;0.00;;
15 يناير 2025;Payable Credit Note;7201;امر تحميص مستودع البن الاخضر;Panama Arabica Natural Cataway(bag31.82) P23;(5,275.58);39.37;39.37;(5,275.58);(134.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
28 يناير 2025;Payable Credit Note;7202;امر تحميص مستودع البن الاخضر;Panama Arabica Natural Cataway(bag31.82) P23;(2,401.57);39.37;39.37;(2,401.57);(61.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 فبراير 2025;Payable Credit Note;7203;امر تحميص مستودع البن الاخضر;Panama Arabica Natural Cataway(bag31.82) P23;(2,874.01);39.37;39.37;(2,874.01);(73.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
13 مارس 2025;Payable Credit Note;7207;امر تحميص مستودع البن الاخضر;Panama Arabica Natural Cataway(bag31.82) P23;(6,299.20);39.37;39.37;(6,299.20);(160.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 مارس 2025;Adjustment;Quantity Decrease;;جرد 30/3;(58.70);39.40;0.00;(58.70);(1.4900);0.00;;635 - مخزون البن الاخضر
17 أبريل 2025;Payable Credit Note;7210;امر تحميص مستودع البن الاخضر;Panama Arabica Natural Cataway(bag31.82) P23;(7,578.73);39.37;39.37;(7,578.73);(192.5000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 سبتمبر 2025;Adjustment;Bulk Adjustment;;جرد 30/9 للبن الاخضر;(25.21);50.41;0.00;(25.21);(0.5000);0.00;;635 - مخزون البن الاخضر
Total GB24402-بنما مجففه كاتواى اخضر - Panama Arabica Natural Cataway(bag31.82) P23;;;;;(24,513.00);;;(24,513.00);(622.4900);0.00;;
Closing Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
;;;;;;;;;;;;
GB2701- برونداى مجففه اخضر - Burundi Natural (KG) (bags30k)-B23;;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;199,425.06;6,760.0000;0.00;;
15 يناير 2025;Payable Credit Note;7201;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(6,106.50);29.50;29.50;(6,106.50);(207.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
28 يناير 2025;Payable Credit Note;7202;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(7,227.50);29.50;29.50;(7,227.50);(245.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 فبراير 2025;Payable Credit Note;7204;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(855.50);29.50;29.50;(855.50);(29.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 فبراير 2025;Payable Credit Note;7203;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(7,198.00);29.50;29.50;(7,198.00);(244.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
23 فبراير 2025;Receivable Invoice;INV-3246;مؤسسة خطوات التحميص للتجارة;Burundi Natural (KG) (bags30k)-B23;(5,040.00);29.50;42.00;(3,540.10);(120.0000);12.50;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
26 فبراير 2025;Payable Credit Note;7205;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,799.50);29.50;29.50;(1,799.50);(61.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
06 مارس 2025;Payable Credit Note;MP 2385;سند صرف قهوه محموصه فرع واو;Burundi Natural (KG) (bags30k)-B23;(147.50);29.50;29.50;(147.50);(5.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
13 مارس 2025;Payable Credit Note;7206;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(10,767.50);29.50;29.50;(10,767.50);(365.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
13 مارس 2025;Payable Credit Note;7207;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,416.00);29.50;29.50;(1,416.00);(48.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 مارس 2025;Adjustment;Quantity Decrease;;"جرد 29/3/2025
";(59.00);29.50;0.00;(59.00);(2.0000);0.00;;635 - مخزون البن الاخضر
10 أبريل 2025;Payable Credit Note;7209;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(11,505.00);29.50;29.50;(11,505.00);(390.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
17 أبريل 2025;Payable Credit Note;7211;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,416.00);29.50;29.50;(1,416.00);(48.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
22 أبريل 2025;Payable Credit Note;7212;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(4,690.50);29.50;29.50;(4,690.50);(159.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
28 أبريل 2025;Receivable Invoice;INV-3617;مؤسسة خطوات التحميص للتجارة;Burundi Natural (KG) (bags30k)-B23;(2,520.00);29.50;42.00;(1,770.06);(60.0000);12.50;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
19 مايو 2025;Payable Credit Note;7214;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,132.80);29.50;29.50;(1,132.80);(38.4000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
19 مايو 2025;Payable Credit Note;7213;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(8,260.00);29.50;29.50;(8,260.00);(280.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
26 مايو 2025;Receivable Invoice;INV-3778;نادر الحربى;"Burundi Natural (KG) (bags30k)-B23
1خيشه";(1,260.00);29.50;42.00;(885.03);(30.0000);12.50;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
04 يونيو 2025;Payable Credit Note;7215;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,799.50);29.50;29.50;(1,799.50);(61.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 يونيو 2025;Payable Credit Note;7216;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(10,059.50);29.50;29.50;(10,059.50);(341.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
24 يونيو 2025;Payable Credit Note;7218;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(3,599.00);29.50;29.50;(3,599.00);(122.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
24 يونيو 2025;Payable Credit Note;7218;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,711.00);29.50;29.50;(1,711.00);(58.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
26 يونيو 2025;Adjustment;Quantity Decrease;;جرد 25/6;(1,817.28);29.50;0.00;(1,817.28);(61.6000);0.00;;635 - مخزون البن الاخضر
10 يوليو 2025;Receivable Invoice;INV-4040;مؤسسة خطوات التحميص للتجارة;Burundi Natural (KG) (bags30k)-B23;(5,040.00);29.50;42.00;(3,540.15);(120.0000);12.50;201 - مبيعات القهوة الخضراء;635 - مخزون البن الاخضر
05 أغسطس 2025;Payable Credit Note;7219;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(10,620.00);29.50;29.50;(10,620.00);(360.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
07 أغسطس 2025;Payable Credit Note;7220;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,681.50);29.50;29.50;(1,681.50);(57.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
18 أغسطس 2025;Payable Credit Note;7221;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(11,210.00);29.50;29.50;(11,210.00);(380.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
14 سبتمبر 2025;Payable Credit Note;7223;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(354.00);29.50;29.50;(354.00);(12.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
14 سبتمبر 2025;Payable Credit Note;7223;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(141.60);29.50;29.50;(141.60);(4.8000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
16 سبتمبر 2025;Payable Credit Note;7224;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(9,351.50);29.50;29.50;(9,351.50);(317.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
16 سبتمبر 2025;Payable Credit Note;7224;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(708.00);29.50;29.50;(708.00);(24.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
30 سبتمبر 2025;Adjustment;Bulk Adjustment;;جرد 30/9 للبن الاخضر;(448.43);29.50;0.00;(448.43);(15.2000);0.00;;635 - مخزون البن الاخضر
16 أكتوبر 2025;Payable Credit Note;7226;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(12,242.50);29.50;29.50;(12,242.50);(415.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
16 أكتوبر 2025;Payable Credit Note;7226;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,416.00);29.50;29.50;(1,416.00);(48.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
21 نوفمبر 2025;Payable Credit Note;7229;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(1,799.50);29.50;29.50;(1,799.50);(61.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
21 نوفمبر 2025;Payable Credit Note;7229;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(424.80);29.50;29.50;(424.80);(14.4000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
27 نوفمبر 2025;Payable Credit Note;7230;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(3,599.00);29.50;29.50;(3,599.00);(122.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
04 ديسمبر 2025;Payable Credit Note;MP 7231;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(6,844.00);29.50;29.50;(6,844.00);(232.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
10 ديسمبر 2025;Payable Credit Note;7232;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(6,136.00);29.50;29.50;(6,136.00);(208.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
12 ديسمبر 2025;Payable Credit Note;MP 2859;سند صرف قهوه محموصه فرع الصحافة;Burundi Natural (KG) (bags30k)-B23;(147.50);29.50;29.50;(147.50);(5.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
14 ديسمبر 2025;Payable Credit Note;MP 2865;سند صرف قهوه محموصه فرع الصحافة;Burundi Natural (KG) (bags30k)-B23;(590.00);29.50;29.50;(590.00);(20.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
18 ديسمبر 2025;Payable Credit Note;7233;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(3,599.00);29.50;29.50;(3,599.00);(122.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
24 ديسمبر 2025;Payable Credit Note;7234;امر تحميص مستودع البن الاخضر;Burundi Natural (KG) (bags30k)-B23;(3,982.50);29.50;29.50;(3,982.50);(135.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
31 ديسمبر 2025;Adjustment;Quantity Increase;;جرد 31/12;442.50;29.50;0.00;442.50;15.0000;0.00;;635 - مخزون البن الاخضر
Total GB2701- برونداى مجففه اخضر - Burundi Natural (KG) (bags30k)-B23;;;;;(170,280.91);;;(166,156.25);(5,632.4000);50.00;;
Closing Balance;;;;;0.00;0.00;0.00;33,268.80;1,127.6000;0.00;;
;;;;;;;;;;;;
GB29244- بنما مجففه كاتورااخضر - Panama Arabica Natural Caturra(bags31.82k)Pa23;;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;1,255.54;31.8200;0.00;;
30 مارس 2025;Adjustment;Quantity Decrease;;جرد 29/3;(1,255.54);39.46;0.00;(1,255.54);(31.8200);0.00;;635 - مخزون البن الاخضر
30 سبتمبر 2025;Adjustment;Bulk Adjustment;;جرد 30/9 للبن الاخضر;0.00;0.00;0.00;0.00;0.0000;0.00;;635 - مخزون البن الاخضر
Total GB29244- بنما مجففه كاتورااخضر - Panama Arabica Natural Caturra(bags31.82k)Pa23;;;;;(1,255.54);;;(1,255.54);(31.8200);0.00;;
Closing Balance;;;;;0.00;0.00;0.00;0.00;0.0000;0.00;;
;;;;;;;;;;;;
GB32022-كاتورا مجففه اخضر - Mexico Caturra Natural(1Kg)MX5-23;;;;;;;;;;;;
Opening Balance;;;;;0.00;0.00;0.00;43,917.44;1,238.5000;0.00;;
15 يناير 2025;Payable Credit Note;7201;امر تحميص مستودع البن الاخضر;Mexico Caturra Natural(1Kg)MX5-23;(532.50);35.50;35.50;(532.50);(15.0000);0.00;635 - مخزون البن الاخضر;635 - مخزون البن الاخضر
